School_Name_ZhT;School_Name;City;State;lat;lng;Univ_Py;Country;Country_ZhT;Notes
;University of Wisconsin;Madison;Wisconsin;43.0822;-89.393;;United States;美國;
麥迪遜學院;University of Wisconsin – Madison;Madison;Wisconsin;43.0822;-89.393;;United States;美國;
威斯康辛大學;University of Wisconsin-Eau Claire;Eau Claire;Wisconsin;44.8197;-91.4948;;United States;美國;
;University of Wisconsin-Green Bay;Green Bay;Wisconsin;44.5148;-87.9895;;United States;美國;
;University of Wisconsin-La Crosse;La Crosse;Wisconsin;43.8241;-91.2268;;United States;美國;
;University of Wisconsin-Madison;Madison;Wisconsin;43.0822;-89.393;;United States;美國;
;University of Wisconsin-Milwaukee;Milwaukee;Wisconsin;43.0642;-87.9675;;United States;美國;
;University of Wisconsin-Oshkosh;Oshkosh;Wisconsin;44.0227;-88.5619;;United States;美國;
;University of Wisconsin-Parkside;Kenosha;Wisconsin;42.5865;-87.8773;;United States;美國;
;University of Wisconsin-Platteville;Platteville;Wisconsin;42.728;-90.4681;;United States;美國;
;University of Wisconsin-River Falls;River Falls;Wisconsin;44.8609;-92.6247;;United States;美國;
;University of Wisconsin-Stevens Point;Stevens Point;Wisconsin;44.5241;-89.5507;;United States;美國;
;University of Wisconsin-Stout;Menomonie;Wisconsin;44.8893;-91.9084;;United States;美國;
;University of Wisconsin-Superior;Superior;Wisconsin;46.6941;-92.0823;;United States;美國;
;University of Wisconsin-Whitewater;Whitewater;Wisconsin;42.8372;-88.7341;;United States;美國;
;University of Wisconsin–Madison;Madison;Wisconsin;43.0822;-89.393;;United States;美國;
;University of Wyoming;Laramie;Wyoming;41.3099;-105.6085;;United States;美國;
;Upper Iowa University;Fayette;Iowa;42.8417;-91.8038;;United States;美國;
;Ursinus College;Collegeville;Pennsylvania;40.1873;-75.4581;;United States;美國;
烏普薩拉大學;Ursuline College;Pepper Pike;Ohio;41.48;-81.462;;United States;美國;
陸軍制圖局;US Army Map Service;Springfield;Virginia;38.8124060806723;-77.1804859229627;;United States;美國;
猶他州立大學;Utah State University;Logan;Utah;41.73549;-111.83439;;United States;美國;
;Utah Tech University;St. George;Utah;37.0758;-113.5752;;United States;美國;
;Utah Valley University;Orem;Utah;40.2981;-111.6994;;United States;美國;
;Utica College;Utica;New York;43.0962;-75.2261;;United States;美國;
;Valdosta State University;Valdosta;Georgia;30.8502;-83.2788;;United States;美國;
;Valencia College;Orlando;Florida;28.4773;-81.337;;United States;美國;
;Valley City State University;Valley City;North Dakota;46.9222;-98.0055;;United States;美國;
;Valparaiso University;Valparaiso;Indiana;41.5371926388093;-87.0667334529605;;United States;美國;
範登堡大學;Vandenberg University;Tulsa;Oklahoma;36.1283;-95.9042;;United States;美國;
田納西州梵德比爾大學;Vanderbilt University;Nashville;Tennessee;36.1715;-86.7842;;United States;美國;
範德堡大學;Vanderbilt University;Nashville;Tennessee;36.1715;-86.7842;;United States;美國;Mills College (1865–2022) -  Mills College at Northeastern University (2022 - present)
範德比爾特大學;Vanderbilt University;Nashville;Tennessee;36.1715;-86.7842;;United States;美國;
;VanderCook College of Music;Chicago;Illinois;41.8375;-87.6866;;United States;美國;
;Vanguard University of Southern California;Costa Mesa;California;33.6667;-117.9135;;United States;美國;
瓦薩學院;Vassar College;Poughkeepsie;New York;41.695;-73.9211;;United States;美國;
;Vaughn College of Aeronautics and Technology;Flushing;Michigan;43.0637;-83.8403;;United States;美國;
;Vermont College of Fine Arts;Montpelier;Vermont;44.2659;-72.5717;;United States;美國;
;Vermont Law School;South Royalton;Vermont;43.8123;-72.5155;;United States;美國;
;Vermont Technical College;Randolph;Vermont;43.92507;-72.66594;;United States;美國;
;Villa Maria College;Buffalo;New York;42.9018;-78.8487;;United States;美國;
;Villanova University;Villanova;Pennsylvania;40.0405;-75.341;;United States;美國;
;Vincennes University;Vincennes;Indiana;38.6759;-87.5102;;United States;美國;
;Virginia Commonwealth University;Richmond;Virginia;37.5295;-77.4756;;United States;美國;
;Virginia Military Academy;Lexington;Virginia;37.7825;-79.4441;;United States;美國;
弗吉尼亞軍事學院;Virginia Military Institute;Lexington;Virginia;37.7825;-79.4441;;United States;美國;
弗吉尼亞軍校;Virginia Military Institute;Lexington;Virginia;40.1644299341741;-80.6005866269878;;United States;美國;
弗吉尼亞理工大學;Virginia Polytechnic Institute and State University;Blacksburg;Virginia;37.23;-80.4279;;United States;美國;
;Virginia State University;Petersburg;Virginia;37.2043;-77.3913;;United States;美國;
弗吉尼亞理工學院;Virginia Tech;Blacksburg;Virginia;37.23;-80.4279;;United States;美國;
;Virginia Union University;Richmond;Virginia;37.5295;-77.4756;;United States;美國;
;Virginia Wesleyan University;Virginia Beach;Virginia;36.7335;-76.0435;;United States;美國;
;Virginia Wesleyan University;Norfolk;Virginia;36.8945;-76.259;;United States;美國;
維泰博大學;Viterbo University;La Crosse;Wisconsin;43.8241;-91.2268;;United States;美國;Viterbo College (1939–2000) -  Viterbo University (2000 - present)
;Voorhees College;Denmark;South Carolina;33.3152;-81.1364;;United States;美國;
;Wabash College;Crawfordsville;Indiana;40.0428;-86.8976;;United States;美國;
;Wade College;Dallas;Texas;32.7935;-96.7667;;United States;美國;
;Wagner College;Staten Island;New York;40.5834;-74.1496;;United States;美國;
;Wake Forest University;Winston-Salem;North Carolina;36.1029;-80.261;;United States;美國;
;Waldorf University;Forest City;Iowa;43.257;-93.6366;;United States;美國;
;Walla Walla University;College Place;Washington;46.0419;-118.3878;;United States;美國;
;Walsh College;Troy;New York;42.7354;-73.6751;;United States;美國;
;Walsh University;North Canton;Ohio;40.8742;-81.3971;;United States;美國;
;Warner Pacific College;Portland;Oregon;45.5371;-122.65;;United States;美國;
;Warner University;Lake Wales;Florida;27.9195;-81.5961;;United States;美國;
;Warren Wilson College;Swannanoa;North Carolina;35.6009;-82.3917;;United States;美國;
;Wartburg College;Waverly;Iowa;42.725;-92.4708;;United States;美國;
;Washburn University;Topeka;Kansas;39.0346;-95.6955;;United States;美國;
華盛頓與傑弗遜學院;Washington & Jefferson College;Washington;District of Columbia;38.9047;-77.0163;;United States;美國;
;Washington Adventist University;Takoma Park;Maryland;38.981;-77.0028;;United States;美國;
華盛頓與李大學;Washington and Lee University;Lexington;Virginia;37.7825;-79.4441;;United States;美國;
華盛頓學院;Washington College;Chestertown;Maryland;39.2182;-76.0714;;United States;美國;
;Washington Medical School;Washington;District of Columbia;38.9047;-77.0163;;United States;美國;
;Washington State College;Pullman;Washington;46.7336;-117.168;;United States;美國;
華盛頓州立大學;Washington State University;Pullman;Washington;46.7336;-117.168;;United States;美國;
;Washington State University;Pullman;Washington;46.7336;-117.168;;United States;美國;
華盛頓州立學院;Washington State University;Spokane;Washington;47.6671;-117.433;;United States;美國;
;Washington University (St Louis);St. Louis;Missouri;38.6359;-90.2451;;United States;美國;
;Washington University in St. Louis;St. Louis;Missouri;38.6359;-90.2451;;United States;美國;
;Watkins College of Art;Nashville;Tennessee;36.1715;-86.7842;;United States;美國;
;Wayland Baptist University;Plainview;Texas;34.1911;-101.7235;;United States;美國;
;Wayne State College;Wayne;Nebraska;42.2379;-97.0101;;United States;美國;
韋恩州立大學;Wayne State University;Detroit;Michigan;42.3834;-83.1024;;United States;美國;
;Waynesburg University;Waynesburg;Pennsylvania;39.8983;-80.1855;;United States;美國;
;Webb Institute;Glen Cove;New York;40.8709;-73.6287;;United States;美國;
;Webber International University;Babson Park;Florida;27.8342;-81.5281;;United States;美國;
;Weber State University;Ogden;Utah;41.2279;-111.9682;;United States;美國;
;Webster University;St. Louis;Missouri;38.6359;-90.2451;;United States;美國;
;Welch College;Gallatin;Tennessee;36.3782;-86.4698;;United States;美國;
;Wellesley College;Wellesley;Massachusetts;42.29649;-71.29256;;United States;美國;
威斯理安女子學院;Wellesley Women's College;Wellesley;Massachusetts;42.29649;-71.29256;;United States;美國;
威斯裏安女子學院;Wellesley Women's College;Wellesley;Massachusetts;42.29649;-71.29256;;United States;美國;
威爾斯利女子大學;Wellesley Women's College;Wellesley;Massachusetts;42.29649;-71.29256;;United States;美國;
衛斯理安學院;Wellesley Women's College;Wellesley;Massachusetts;42.29649;-71.29256;;United States;美國;
麻省衛爾斯利女子學院;Wellesley Women's College of Massachusetts;Wellesley;Massachusetts;42.29649;-71.29256;;United States;美國;
;Wells College;Aurora;Illinois;41.7638;-88.2902;;United States;美國;
;Wentworth Institute of Technology;Boston;Massachusetts;42.3188;-71.0852;;United States;美國;
;Wesleyan College;Macon;Georgia;32.8065;-83.6974;;United States;美國;
;Wesleyan University;Middletown;Connecticut;41.5476;-72.6549;;United States;美國;
;West Chester University of Pennsylvania;West Chester;Pennsylvania;39.9601;-75.6058;;United States;美國;
;West Coast University-Los Angeles;North Hollywood;California;34.17223;-118.37897;;United States;美國;
;West Liberty University;West Liberty;West Virginia;40.1648;-80.5972;;United States;美國;
西點軍校;West Point Military Academy;West Point;New York;41.3645;-74.0123;;United States;美國;
;West Texas A&M University;Canyon;Texas;34.9911;-101.919;;United States;美國;
;West Virginia School of Osteopathic Medicine;Lewisburg;West Virginia;37.8096;-80.4327;;United States;美國;
;West Virginia State University;Institute;West Virginia;38.3797;-81.7662;;United States;美國;
西弗吉尼亞大學;West Virginia University;Morgantown;West Virginia;39.6383;-79.9464;;United States;美國;
;West Virginia University at Parkersburg;Parkersburg;West Virginia;39.2623;-81.542;;United States;美國;
;West Virginia Wesleyan College;Buckhannon;West Virginia;38.9927;-80.2281;;United States;美國;
;Western Carolina University;Cullowhee;North Carolina;35.3097;-83.1816;;United States;美國;
;Western Colorado University;Gunnison;Colorado;38.548;-106.9246;;United States;美國;
;Western Connecticut State University;Danbury;Connecticut;41.4015;-73.4709;;United States;美國;
西方電氣公司;Western Electric Company;New York City;New York;40.6943;-73.9249;;United States;美國;
;Western Illinois University;Macomb;Illinois;40.4709;-90.6807;;United States;美國;
;Western Kentucky University;Bowling Green;Kentucky;36.9716;-86.4378;;United States;美國;
密執安州立西部大學;Western Michigan University;Kalamazoo;Michigan;42.2749;-85.5882;;United States;美國;
;Western Nevada College;Carson City;Nevada;-119.767048014123;39.1726284556187;;United States;美國;
;Western New England University;Springfield;Massachusetts;42.1155;-72.5395;;United States;美國;
;Western New Mexico University;Silver City;New Mexico;32.7783;-108.2699;;United States;美國;
;Western Oregon University;Monmouth;Oregon;44.8505;-123.2284;;United States;美國;
西部儲備大學;Western Reserve University;Cleveland;Ohio;41.4764;-81.6805;;United States;美國;Western Reserve University (1882–1967) -  Case Western Reserve University (1967 - present)
威斯特恩•裏塞夫大學;Western Reserve University;Cleveland;Ohio;41.4764;-81.6805;;United States;美國;
;Western University of Health Sciences;Pomona;California;34.0585;-117.7626;;United States;美國;
;Western Washington University;Bellingham;Washington;48.7548;-122.469;;United States;美國;
;Westfield State University;Westfield;Massachusetts;42.1382;-72.7561;;United States;美國;
;Westminster College;Missouri;Missouri;38.25031;-92.50046;;United States;美國;
;Westminster College;Pennsylvania;Pennsylvania;40.8;-77.7;;United States;美國;
;Westminster College;Salt Lake City;Utah;40.7776;-111.9311;;United States;美國;
;Westmont College;Santa Barbara;California;34.4285;-119.7202;;United States;美國;
韋斯特蒙特學院;Westmont College;Montecito;California;34.4384;-119.6309;;United States;美國;
惠頓學院;Wheaton College;Wheaton;Illinois;41.8561;-88.1085;;United States;美國;Toledo University (1914–1967) -  University of Toledo (1967 - present)  这两个英文名字 - 都可以翻译成同一个中文名字。
惠通大學;Wheaton College;Wheaton;Illinois;41.8561;-88.1085;;United States;美國;
;Wheaton College Massachusetts;Norton;Massachusetts;41.96677;-71.18699;;United States;美國;Wheaton College
;Wheeling University;Wheeling;West Virginia;40.0752;-80.6951;;United States;美國;
惠洛克學院;Wheelock College;Boston;Massachusetts;42.3188;-71.0852;;United States;美國;
惠特曼學院;Whitman College;Walla Walla;Washington;46.0671;-118.3368;;United States;美國;
;Whittier College;Whittier;California;33.9678;-118.0188;;United States;美國;
;Whitworth University;Spokane;Washington;47.6671;-117.433;;United States;美國;
